id,id_str,created_at,media_url,url,type,language_code,bounding_box,country,country_code,user_loc,full_text,PeopleDetector,MemeDetector
1299241075304017920,1299241075304017920,2020-08-28 07:03:05,http://pbs.twimg.com/media/EgfU1_OU4AIASwc.jpg,https://t.co/7AvsXwAFUs,photo,es,[0],-,-,Ankara,b'M\xc3\xa1s de mil personas fueron las v\xc3\xadctimas de coronavirus en la India en 24 horashttps://t.co/gjqzjOJwM1 https://t.co/7AvsXwAFUs',0.9994316697120667,0.9547271728515625
1299251988224339968,1299251988224339968,2020-08-28 07:46:27,http://pbs.twimg.com/media/EgfeGsSVkAEJRc6.jpg,https://t.co/LIL6FWDBEB,photo,en,[0],-,-,,b'The Directorate General of Civil Aviation orders all airlines to put passengers who do not wear masks during flights. on their \xe2\x80\x9cno-fly list\xe2\x80\x9d ANI reports.Live blog: https://t.co/0R09cwDxlO https://t.co/LIL6FWDBEB',0.9922477602958679,0.9091259837150574
